text,  paper,  date
Hett tips,  Dagens Nyheter,  2009-02-26

Het spurt - för alla utom SSK,  Expressen,  2009-02-26

Hemlig fest - i morgon,  Aftonbladet,  2009-02-26

Heltidsstudenter får 2 684 kronor i bidrag,  Dagens Nyheter,  2009-02-26

Handlare gnuggar händerna inför vigseln,  Dagens Nyheter,  2009-02-26

Handelsminister nominerad,  Dagens Nyheter,  2009-02-26

Han kom till SSK från Bofors och Färjestad,  Dagens Nyheter,  2009-02-26

Han helar och delar Norge,  Aftonbladet,  2009-02-26

H&M öppnar butik i Seoul,  Svenska Dagbladet,  2009-02-26

H & M öppnar butik i Seoul,  Dagens Nyheter,  2009-02-26

Gårdagens olycka var den,  Svenska Dagbladet,  2009-02-26

Gratis vinner alltid,  Dagens Nyheter,  2009-02-26

Glad + sur geting,  Expressen,  2009-02-26

Gissa vem som fildelar i rättssalen,  Expressen,  2009-02-26

Generationsroman. En levande skildring av Köpenhamn under kriget.,  Dagens Nyheter,  2009-02-26

Geografiska murar kan lätt rivas ner,  Svenska Dagbladet,  2009-02-26

Ge dig inte,  Paul!,  Dagens Nyheter

Ge Daniel Westling titeln kung,  Dagens Nyheter,  2009-02-26

Försåtlig metod skapar partsinlaga,  Svenska Dagbladet,  2009-02-26

Förstärkt oro för konjunkturen,  Dagens Nyheter,  2009-02-26

Försiktiga banker handelshinder,  Svenska Dagbladet,  2009-02-26

Förlust för Bilprovningen,  Dagens Nyheter,  2009-02-26

Förlovningsextra! När Ville fick prinsessan,  Dagens Nyheter,  2009-02-26

Förlovningen är Hollywood style,  Expressen,  2009-02-26

Förlovningen stärker monarkin,  Svenska Dagbladet,  2009-02-26

Förlovningen - en flykt från verkligheten,  Dagens Nyheter,  2009-02-26

Förintelseförnekare fick sex år,  Svenska Dagbladet,  2009-02-26

Förintelseförnekande biskop hemma,  Dagens Nyheter,  2009-02-26

Före detta turistmål,  Svenska Dagbladet,  2009-02-26

Förväntningar à la Obama,  Dagens Nyheter,  2009-02-26

Fångar brickor i Mugabes maktspel,  Svenska Dagbladet,  2009-02-26

Från Schyfferts egen roast på Intiman 2008,  Dagens Nyheter,  2009-02-26

Fritzl-regissör hotad till livet,  Svenska Dagbladet,  2009-02-26

Freedom writers,  Expressen,  2009-02-26

Fredsavtal kan stärka talibaner,  Svenska Dagbladet,  2009-02-26

Frankrikes president avslöjad som pirat,  Dagens Nyheter,  2009-02-26

Flyktingpolitik som sjunger ut,  Aftonbladet,  2009-02-26

Flygbolag avbokar nya plan,  Svenska Dagbladet,  2009-02-26

Flugigt,  Dagens Nyheter,  2009-02-26

Fler måste stoppas,  Expressen,  2009-02-26

Fjärde olyckan sedan början av 1990-talet,  Dagens Nyheter,  2009-02-26

Finland vill höja pensionsåldern,  Svenska Dagbladet,  2009-02-26

Fiasko för svenska sprintherrarna,  Expressen,  2009-02-26

Fiaskon att minnas,  Dagens Nyheter,  2009-02-26

Fem döda i uppror,  Svenska Dagbladet,  2009-02-26

Fel att födas till ett uppdrag,  Expressen,  2009-02-26

Fejkad orgasm?,  Expressen,  2009-02-26

FRISER,  Aftonbladet,  2009-02-26

FOLKETS HYLLNING,  Expressen,  2009-02-26

FILM I DAG,  Dagens Nyheter,  2009-02-26

FAVORITERNAS KRITIK MOT SVT,  Expressen,  2009-02-26

Fyra års fängelse för nätpedofil,  Svenska Dagbladet,  2009-02-26

F1 - bit fOr bit,  Aftonbladet,  2009-02-26

Estnisk storspion straffas,  Svenska Dagbladet,  2009-02-26

Envishet - bästa bantningsmetoden,  Aftonbladet,  2009-02-26

Enström nätade för Atlanta,  Dagens Nyheter,  2009-02-26

En samlad palestinsk stat är Abbas mål,  Dagens Nyheter,  2009-02-26

En inskränkt lek med siffror,  Dagens Nyheter,  2009-02-26

En gyllene och en solkig saga,  Svenska Dagbladet,  2009-02-26

En natt med Proust eller två radiotimmar,  Svenska Dagbladet,  2009-02-26

Disciplinnämnd utreder ryttare,  Svenska Dagbladet,  2009-02-26

Deutsche Post redovisar förlust,  Dagens Nyheter,  2009-02-26

Detta kan bli sista Saaben,  Expressen,  2009-02-26

Det är nåt som inte stämmer,  Expressen,  2009-02-26

Det är Ipred,  Aftonbladet,  2009-02-26

Det går framåt för kurdiskan,  Dagens Nyheter,  2009-02-26

Det finns alltid en väg tillbaka,  Aftonbladet,  2009-02-26

Det ekar tomt på Pompidou i Paris,  Dagens Nyheter,  2009-02-26

Det blev lite fel,  Dagens Nyheter,  2009-02-26

Den skrivande elitsoldaten,  Dagens Nyheter,  2009-02-26

Den rojalistiska yran är så sorglig,  Dagens Nyheter,  2009-02-26

Den nya mannen,  Expressen,  2009-02-26

Den blodiga långfredagen,  Expressen,  2009-02-26

Den 19 juni 1976,  Svenska Dagbladet,  2009-02-26

Den 19 juni 1976,  Svenska Dagbladet,  2009-02-26

Debaser Slussen,  Dagens Nyheter,  2009-02-26

De räddades - av sin katt,  Aftonbladet,  2009-02-26

De hänger inte med,  Expressen,  2009-02-26

De bryr sig mer om Ipred än en kunglig förlovning,  Aftonbladet,  2009-02-26

Danske Bank sänker boräntor,  Dagens Nyheter,  2009-02-26

Daniels väg från lyan till slottet,  Svenska Dagbladet,  2009-02-26

Daniels tal rörande för regeringen,  Aftonbladet,  2009-02-26

Dalen som ska höja Ericsson,  Svenska Dagbladet,  2009-02-26

Dags för VM i matchspel,  Dagens Nyheter,  2009-02-26

Dags att fixa den stora festen,  Svenska Dagbladet,  2009-02-26

Dagens YouTube-klipp,  Aftonbladet,  2009-02-26

DN RÄTTAR,  Dagens Nyheter,  2009-02-26

DET VÅRAS FÖR VÅREN,  Aftonbladet,  2009-02-26

DE ÄR EUROPAS HÄRSKARE,  Expressen,  2009-02-26

DE SKYDDADE HEMLIGHETEN,  Expressen,  2009-02-26

DE SENAST SPARKADE ELITSERIETRÄNARNA - SÅ GICK DET FÖR,  Expressen,  2009-02-26

DAGENS SMS,  Expressen,  2009-02-26

DAGENS ROS,  Expressen,  2009-02-26

Baryton tvåa i romanstävling,  Svenska Dagbladet,  2009-02-26

Barnstjärnor från slummen får nya hem,  Svenska Dagbladet,  2009-02-26

Barnbokens historia i nytt verk,  Dagens Nyheter,  2009-02-26

Banker riskerar sämre betyg,  Svenska Dagbladet,  2009-02-26

BLOGGKOLLEN Expressen kollar det hetaste från dagens kändisbloggar,  Expressen,  2009-02-26

BAE varslar 100 i Örnsköldsvik,  Svenska Dagbladet,  2009-02-26

BAGLADY,  Aftonbladet,  2009-02-26

Byråkrati på hög nivå,  Expressen,  2009-02-26

Byggsvackan väntas bli kort,  Dagens Nyheter,  2009-02-26

Byggbolagen håller på,  Svenska Dagbladet,  2009-02-26

Anna och Maria är laddade - trots bara fyra repetitioner,  Expressen,  2009-02-26

Anders kommer aldrig att lämna Saab i sticket,  Dagens Nyheter,  2009-02-26

Alla bantningsmetoder ger dig lika dåligt resultat,  Dagens Nyheter,  2009-02-26

Aktuella prerafaeliter,  Dagens Nyheter,  2009-02-26

Abbas vill ha val före årets slut,  Svenska Dagbladet,  2009-02-26

Abbas parti Fatah kontrollerar Västbanken,  Dagens Nyheter,  2009-02-26

ANGRIPS - I NORGE,  Expressen,  2009-02-26

ALLSVENSK FÖRSÄSONG,  Expressen,  2009-02-26

Axfood satsar rättvist,  Svenska Dagbladet,  2009-02-26

Osäker karriärplanering,  Dagens Nyheter,  2009-02-26

Operadivan stickar mot stress,  Expressen,  2009-02-26

Opelanställda mobiliserar Demonstrationer på flera platser i dag för,  Dagens Nyheter,  2009-02-26

Ond aning,  Expressen,  2009-02-26

Omvärldens finanskris hotar Kinas öppning,  Svenska Dagbladet,  2009-02-26

Olle Etzén,  Svenska Dagbladet,  2009-02-26

Ocean's thirteen,  Expressen,  2009-02-26

Obama lovar reformer trots krisen,  Dagens Nyheter,  2009-02-26

Oavgjort i svenskmötet,  Svenska Dagbladet,  2009-02-26

Nöjd personal år efter år,  Dagens Nyheter,  2009-02-26

Nedkylning kan rädda livet på barn,  Dagens Nyheter,  2009-02-26

Nedkylning kan rädda barns liv,  Svenska Dagbladet,  2009-02-26

Naturalismen kryddar lunchen,  Svenska Dagbladet,  2009-02-26

Nationalmuseum köpte på YSL-auktion,  Dagens Nyheter,  2009-02-26

Nakna utan glasögon,  Expressen,  2009-02-26

NYA SAABEN FÅR,  Expressen,  2009-02-26

NEDSLÄPP,  Expressen,  2009-02-26

Nytt riskkapitalbolag - då vill inte Hammarbys vd investera:,  Expressen,  2009-02-26

Nyfödd flicka låg i plastpåse,  Aftonbladet,  2009-02-26

Nya Windows 7-rykten,  Svenska Dagbladet,  2009-02-26

Nya Lie to me skulle behöva slappna av lite,  Aftonbladet,  2009-02-26

Nya tider för Clintans hårding,  Expressen,  2009-02-26

Ny Gottrörakrasch - men här dog nio,  Aftonbladet,  2009-02-26

Ny Medea speglar vår tids utsatthet,  Svenska Dagbladet,  2009-02-26

Nu var det 1973,  Expressen,  2009-02-26

Nu splittras succéparet,  Expressen,  2009-02-26

Nu smäller det igen - det är dags för ny,  Aftonbladet,  2009-02-26

Nu står alla på tå för kungahuset,  Aftonbladet,  2009-02-26

Nu hänger allt på hushållen,  Svenska Dagbladet,  2009-02-26

Mörk start på året - och det fortsätter,  Dagens Nyheter,  2009-02-26

Mästerliga SM-siffror,  Aftonbladet,  2009-02-26

Minskad utländsk upplåning,  Dagens Nyheter,  2009-02-26

Miljonkrav på Pirate Bay för skivkrisen,  Dagens Nyheter,  2009-02-26

Middag med DN Torsdag,  Dagens Nyheter,  2009-02-26

Michelle om sitt liv nya i Vita Huset: Vi trivs otroligt bra,  Expressen,  2009-02-26

Mellan succén och glömskan,  Dagens Nyheter,  2009-02-26

Mediernas hållning går inte riktigt ihop,  Svenska Dagbladet,  2009-02-26

Med egna ord,  Svenska Dagbladet,  2009-02-26

Mats Odell hoppas på Mellanöstern,  Dagens Nyheter,  2009-02-26

Marteus: Sverige kommer alltid säga ja till Bernadotterna,  Expressen,  2009-02-26

Massgripanden efter upplopp olagliga,  Dagens Nyheter,  2009-02-26

Man fälld för dödsknuff i Lund,  Svenska Dagbladet,  2009-02-26

Maktskifte väntas i Baskien,  Svenska Dagbladet,  2009-02-26

Madeleine Sjöstedt har slösat vår tid,  Svenska Dagbladet,  2009-02-26

Magsjuka stoppade Jill Johnsons turnépremiär,  Expressen,  2009-02-26

Mackor som mockor,  Dagens Nyheter,  2009-02-26

MITT I PRICK,  Expressen,  2009-02-26

MISSTÄNKT FÖR NYTT BROTT,  Expressen,  2009-02-26

MELLBERG: DET HÄR BLIR TUFFT,  Expressen,  2009-02-26

MARCUS BIRRO: De italienska lagen hängde inte med,  Expressen,  2009-02-26

Mystisk bilbrand i centrala Peking,  Dagens Nyheter,  2009-02-26

M ser över vårdvalet i Stockholm,  Aftonbladet,  2009-02-26

Fords process med att försöka sälja Volvo,  Svenska Dagbladet,  2009-02-26

90-åring bestulen i sitt hem,  Svenska Dagbladet,  2009-02-26
